dsct,dsct_day,dsct_day_av,dsct_day_md,dsct_day_sd,outbreak_prob,control_prob,contained_prob,first_case_day,first_case_day_av,first_case_day_md,first_case_day_sd,first_case_inf,first_case_inf_av,first_case_inf_md,first_case_inf_sd,iq_factor,cluster_size,poisson_lambda,num_tests,label,beta,sct,sct_day,sct_day_av,sct_day_md,sct_day_sd,resurgence_prob,sct_control_prob,sct_contained_prob
True,24,24.623,24,4.10327564270303,100,0,0,13,12.056,12,3.05333653566062,7,8.34,7,5.91307026848151,0.9,0,1.1,6260,distributed,0.028231366,True,12,11.692,11,3.8988634241276,100,0,0
True,24,24.388,24,4.30226173076441,100,0,0,13,11.796,12,2.79649494903889,7,8.394,7,6.26360630946741,0.9,0,1.15,6260,distributed,0.028231366,True,10,11.297,11,4.04583625471917,100,0,0
False,,,,,0,94.4000000000001,5.6,,,,,,,,,1,0,0.05,6260,distributed,0.028231366,False,,55,55,0.707106781186548,0.8,93.9000000000001,5.3
False,,54.0540540540541,55,1.70762908096555,7.40000000000001,89.3,3.3,,50.4267631103074,50,3.57843751095819,,7.20253164556962,6,6.09587600430393,1,0,0.1,6260,distributed,0.028231366,True,56,50.7914201183432,52,4.27798655785418,67.6000000000001,31.4,1
True,50,42.3537313432836,43,9.0153406299536,67,32.9,0.1,37,32.2488262910798,32,10.5810780281326,6,7.24530516431925,6,6.19742972816258,1,0,0.1428,6260,distributed,0.028231366,True,37,33.604513064133,34,11.6130865882982,84.2000000000001,15.8,0
True,44,41.701690821256,42,8.21637619153564,82.8000000000001,17,0.2,33,30.6741803278689,30,9.52049070062025,7,7.38114754098361,6,6.53601412562449,1,0,0.15,6260,distributed,0.028231366,True,32,32.0680412371134,31,10.4966125747639,97.0000000000001,2.9,0.1
True,55,52.1692307692308,53,3.05434989063759,52,46.4,1.6,45,43.076169749728,42,5.02319626054435,6,6.95538628944505,5,5.98994177226384,1,0,0.167,6260,distributed,0.028231366,True,45,44.3741935483871,44,6.05208403145804,93.0000000000001,6.8,0.2
True,38,37.8983402489627,37,6.83808268731722,96.4000000000001,3.6,0,26,24.1801801801802,23,6.20548754274882,7,7.14814814814815,6,6.02049170703428,1,0,0.2,6260,distributed,0.028231366,True,25,25.7344689378757,24,7.89958487205744,99.8000000000001,0.2,0
True,43,40.5980629539951,40,8.21610042387589,82.6000000000001,17.2,0.2,31,28.8683651804671,27,9.16930152919566,7,7.17515923566879,6,6.12295277334925,1,0,0.25,6260,distributed,0.028231366,True,30,30.7939011566772,29,10.8646004157643,95.1000000000001,4.9,0
True,27,27.572,27,5.26923296125726,100,0,0,15,14.231,14,3.63010178920647,6,7.815,6,6.03943499012946,1,0,0.3,6260,distributed,0.028231366,True,14,14.5,14,4.98537862152916,100,0,0
True,35,35.8138572905895,35,8.15240648214755,96.7000000000001,3.3,0,23,22.2382382382382,21,7.71588194138769,6,7.39539539539539,6,6.60124194481863,1,0,0.33,6260,distributed,0.028231366,True,22,23.923,22,9.31434758853244,100,0,0
True,33,33.7979695431472,33,7.81335547610799,98.5000000000001,1.5,0,20,19.5925925925926,18,6.72743960424871,6,7.04904904904905,6,5.78637007762828,1,0,0.35,6260,distributed,0.028231366,True,20,21.2442442442442,19,8.45789219278356,99.9000000000001,0.1,0
True,38,38.249227600412,38,8.09124629792323,97.1000000000001,2.9,0,26,24.7777777777778,24,7.45669289535262,6,7.55355355355355,6,6.28493319536135,1,0,0.4,6260,distributed,0.028231366,True,25,25.8867735470942,25,8.68464458189564,99.8000000000001,0.2,0
True,26,26.873,26,5.19950680353435,100,0,0,14,13.617,13,3.14933500917257,6,7.78,6,5.94437549285036,1,0,0.45,6260,distributed,0.028231366,True,14,14.088,13,4.91754572932474,100,0,0
True,26,27.0841683366733,26,6.73212990113314,99.8000000000001,0.2,0,13,12.382,12,4.3838426066637,6,6.767,6,5.48294729137533,1,0,0.5,6260,distributed,0.028231366,True,13,14.2116349047141,13,6.79653763371652,99.7000000000001,0.3,0
True,27,27.402,27,5.12214759646772,100,0,0,16,14.513,14,3.70483886289269,7,8.184,6,6.366800138217,1,0,0.55,6260,distributed,0.028231366,True,15,14.546,14,4.94508685464674,100,0,0
True,37,37.0384226491405,37,8.04829582344054,98.9000000000001,1.1,0,25,24.167,23,7.66257861297357,6,8.262,7,6.59585900395089,1,0,0.6,6260,distributed,0.028231366,True,24,24.57,25,8.24276045994302,100,0,0
True,31,31.1374122367101,31,6.07295784395826,99.7000000000001,0.3,0,18,17.832,17,4.40678749203998,6,7.97,6,6.52112720317584,1,0,0.65,6260,distributed,0.028231366,True,18,18.36,17,5.99286242124746,100,0,0
True,34,34.6386386386386,34,6.32301582139616,99.9000000000001,0.1,0,22,20.997,21,4.92371719334082,6,7.899,6,6.31797427978304,1,0,0.7,6260,distributed,0.028231366,True,22,21.762,21,6.33635194729586,100,0,0
True,28,28.45,28,5.36241550049975,100,0,0,17,15.294,15,4.10896142595669,8,8.119,6,6.42890651666362,1,0,0.75,6260,distributed,0.028231366,True,15,15.557,14,5.03435705924798,100,0,0
True,25,25.542,25,4.26968804481077,100,0,0,14,13.152,13,3.41743997752704,8,8.253,7,5.94449249305607,1,0,0.8,6260,distributed,0.028231366,True,13,12.6553106212425,12,3.88659724308647,99.8000000000001,0.2,0
True,23,23.721,23,3.78485917835789,100,0,0,13,11.82,12,2.74474042488538,9,9.031,8,6.09475504019645,1,0,0.85,6260,distributed,0.028231366,True,10,10.7655310621242,11,3.54093359015908,99.8000000000001,0.2,0
True,27,27.224,27,5.13340277009315,100,0,0,15,14.128,14,3.86207405418384,7,8.005,7,6.24907793198325,1,0,0.9,6260,distributed,0.028231366,True,15,14.236,14,4.97999036143646,100,0,0
True,21,21.969,21,4.16941710554365,100,0,0,10,9.126,9,2.36392131848757,7,7.925,7,5.50303325448793,1,0,0.95,6260,distributed,0.028231366,True,9,9.26038500506586,9,3.79169906734742,98.7000000000001,1.3,0
True,24,24.378,24,4.25124875771814,100,0,0,13,11.721,12,2.91704628005796,9,8.282,7,6.07457619920929,1,0,1,6260,distributed,0.028231366,True,12,11.3733733733734,11,3.85650156697334,99.9000000000001,0.1,0
True,23,23.375,23,3.80320588451375,100,0,0,12,11.121,11,3.12767629399208,9,8.386,7,6.12445948635469,1,0,1.05,6260,distributed,0.028231366,True,11,10.789,10,3.54040661506556,100,0,0
True,25,25.752,25,4.27018688115637,100,0,0,14,13.397,14,3.04620928368358,6,9.088,7,6.84749998174516,1,0,1.1,6260,distributed,0.028231366,True,12,12.711,12,4.05998509849482,100,0,0
True,26,26.648,27,4.1627029680245,100,0,0,16,14.898,15,3.03835415973846,8,8.981,7,6.32776729976696,1,0,1.15,6260,distributed,0.028231366,True,15,13.957,14,3.7919851001817,100,0,0
