dsct,dsct_day,dsct_day_av,dsct_day_md,dsct_day_sd,dsct_prob,first_case_day,first_case_day_av,first_case_day_md,first_case_day_sd,first_case_inf,first_case_inf_av,first_case_inf_md,first_case_inf_sd,sct,sct_day,sct_day_av,sct_day_md,sct_day_sd,sct_prob,sct_control_prob,sct_contained_prob,iq_factor,cluster_size,poisson_lambda,num_tests,label,beta,vax_proportion,vax_efficacy,vevp
True,25,25.929648241206,25,6.74496464908985,0,5,5.556,5,1.70436615784285,5.33333333333333,6.006,5.33333333333333,3.31175810979271,True,6,7.78478478478479,6,5.40906523490373,99.9000000000001,0.1,0,0.1,11,0,6260,cluster,0.028231366,0.5,0.7,1.2
True,24,24.6743486973948,24,6.65595724598454,0,5,5.303,5,1.58530470257298,6,6.40133333333333,6,3.28786293307167,True,5,6.984,5,4.95577884898025,100,0,0,0.1,12,0,6260,cluster,0.028231366,0.5,0.7,1.2
True,23,23.6162324649299,23,6.22120759031812,0,5,4.994,5,1.42827308313221,6.33333333333333,6.55633333333333,6,3.54346721289881,True,5,6.292,5,4.25214487053299,100,0,0,0.1,13,0,6260,cluster,0.028231366,0.5,0.7,1.2
True,22,23.2302302302302,22,6.14612250682623,0,5,4.876,5,1.32989623655381,6.66666666666667,6.77366666666667,6.33333333333333,3.45854752750342,True,5,5.848,5,3.85420497638618,100,0,0,0.1,14,0,6260,cluster,0.028231366,0.5,0.7,1.2
True,21,21.9079079079079,21,5.46968417484045,0,5,4.684,5,1.22071454484658,7.33333333333333,7.18266666666667,6.66666666666667,3.52637201037491,True,5,5.21421421421422,4,3.24571915775367,99.9000000000001,0.1,0,0.1,15,0,6260,cluster,0.028231366,0.5,0.7,1.2
True,20,21.099,20,5.76517120300863,0,4,4.601,4,1.22547908998889,6.33333333333333,7.71633333333333,7,3.91051004061846,True,5,4.8713567839196,4,2.98699588052832,99.5000000000001,0.5,0,0.1,16,0,6260,cluster,0.028231366,0.5,0.7,1.2
True,19,20.419,20,5.19917676175758,0,4,4.454,4,1.21896841632587,6.66666666666667,7.882,7.33333333333333,3.98690473090759,True,5,4.4206827309237,4,2.17708353229022,99.6000000000001,0.4,0,0.1,17,0,6260,cluster,0.028231366,0.5,0.7,1.2
True,19,19.823,19,5.03246172364977,0,4,4.343,4,1.13461491264658,7.33333333333333,8.074,7.66666666666667,3.9829737076154,True,4,4.28212851405623,4,2.06318900808494,99.6000000000001,0.4,0,0.1,18,0,6260,cluster,0.028231366,0.5,0.7,1.2
True,18,19.1851851851852,18,4.86666468599457,0,4,4.286,4,1.16627783996782,7.66666666666667,8.49266666666667,8,4.18318746093614,True,4,4.04012036108325,4,1.73765748817057,99.7000000000001,0.3,0,0.1,19,0,6260,cluster,0.028231366,0.5,0.7,1.2
True,18,18.543,18,4.67783614505681,0,4,4.14,4,1.06414284755384,8,8.62366666666667,8,4.13183250978169,True,4,3.87763289869609,3,1.67854811816519,99.7000000000001,0.3,0,0.1,20,0,6260,cluster,0.028231366,0.5,0.7,1.2
False,,41.7286821705426,42.5,9.10341271554394,0.1,,22.6219512195122,21,9.53074645030805,,4.53089430894309,3.33333333333333,4.1849186595036,False,,28.5300546448087,27.5,13.1891627767312,36.6,63.4000000000001,0,0.1,1,0,6260,cluster,0.028231366,0.5,0.9,1.4
False,,40.75,41,9.2775439153322,0.1,44,19.0887573964497,17,9.72405321262548,4.33333333333333,4.05177514792899,3,3.7556595650617,True,48,26.9849246231156,25,13.240138982303,59.7,40.3,0,0.1,2,0,6260,cluster,0.028231366,0.5,0.9,1.4
True,49,39.1951219512195,39,9.6123722244759,0,26,15.6274285714286,13,8.78677849071535,3.66666666666667,3.98247619047619,3,3.85017141179802,True,30,24.702842377261,23,12.8886933276225,77.4000000000001,22.6,0,0.1,3,0,6260,cluster,0.028231366,0.5,0.9,1.4
True,43,37.7713884992987,37,9.51265019751828,0,19,11.6146496815287,10,6.34174638173671,3.66666666666667,3.81847133757962,2.66666666666667,3.82242713578257,True,24,22.1309941520468,20,12.1176169976493,85.5000000000001,14.5,0,0.1,4,0,6260,cluster,0.028231366,0.5,0.9,1.4
True,39,36.3220125786164,36,9.69468276618419,0,16,9.99593908629442,9,5.29572030603404,4,3.8497461928934,3,3.16309553609089,True,19,19.8769063180828,17,12.1630664569468,91.8000000000001,8.20000000000001,0,0.1,5,0,6260,cluster,0.028231366,0.5,0.9,1.4
True,36,34.8417431192661,34,9.28376311158325,0,11,8.38253012048193,7.5,3.95497450274535,3.66666666666667,3.97523427041499,3.33333333333333,2.94639188221952,True,15,17.2213983050847,15,10.9168044034748,94.4000000000001,5.6,0,0.1,6,0,6260,cluster,0.028231366,0.5,0.9,1.4
True,33,33.3818589025756,32,9.44440834314654,0,8,7.589,7,3.21124259438617,3.66666666666667,4.176,3.66666666666667,2.90641466797534,True,14,16.1754932502596,13,11.2762600698887,96.3000000000001,3.7,0,0.1,7,0,6260,cluster,0.028231366,0.5,0.9,1.4
True,32,31.9738846572361,30,9.21082849229338,0,7,6.71071071071071,6,2.45956192039063,4,4.45945945945946,4,2.87640663964573,True,11,13.8232890704801,11,9.78086920783993,97.9000000000001,2.1,0,0.1,8,0,6260,cluster,0.028231366,0.5,0.9,1.4
True,31,30.8074468085106,30,8.90004469701545,0,6,6.312,6,2.1336953859443,4,4.65733333333333,4,3.06763057315142,True,10,12.5015166835187,10,8.95484954418124,98.9000000000001,1.1,0,0.1,9,0,6260,cluster,0.028231366,0.5,0.9,1.4
True,29,29.7777777777778,28,8.98460922654584,0,6,5.926,6,1.97699873545736,4.66666666666667,5.00233333333333,4.33333333333333,3.0041998564972,True,8,11.2122736418511,8,8.54884240704979,99.4000000000001,0.6,0,0.1,10,0,6260,cluster,0.028231366,0.5,0.9,1.4
True,27,28.8018292682927,27,8.53712342235804,0,5,5.598,5,1.77155186206896,4.33333333333333,5.17133333333333,4.66666666666667,3.01937822885588,True,7,9.7863590772317,8,7.39334017344062,99.7000000000001,0.3,0,0.1,11,0,6260,cluster,0.028231366,0.5,0.9,1.4
True,26,27.4531568228106,26,8.50717591032986,0,5,5.346,5,1.63348829196906,5,5.51466666666667,5,2.94682624002314,True,6,8.961,6,7.45221302701419,100,0,0,0.1,12,0,6260,cluster,0.028231366,0.5,0.9,1.4
True,26,26.6312056737589,25,8.24128036115341,0,5,5.01,5,1.45530065622194,5.66666666666667,5.683,5.33333333333333,3.02240888108218,True,6,8.02602602602603,6,6.4473942190267,99.9000000000001,0.1,0,0.1,13,0,6260,cluster,0.028231366,0.5,0.9,1.4
True,24,25.3135080645161,24,7.39015658199382,0,5,4.881,5,1.33298124517939,5.66666666666667,5.85133333333333,5.33333333333333,3.01409805930582,True,5,7.192,6,5.32983451900713,100,0,0,0.1,14,0,6260,cluster,0.028231366,0.5,0.9,1.4
True,23,24.0894472361809,23,7.26836880748272,0,5,4.7,5,1.2369316876853,6.33333333333333,6.16533333333333,5.66666666666667,3.18663849359931,True,5,6.45090180360722,5,4.68668584789406,99.8000000000001,0.2,0,0.1,15,0,6260,cluster,0.028231366,0.5,0.9,1.4
True,22,23.1668341708543,22,7.11444885004013,0,4,4.612,4,1.20559362971111,5.66666666666667,6.655,6,3.34995480898209,True,5,5.87650602409639,4,4.57488014644989,99.6000000000001,0.4,0,0.1,16,0,6260,cluster,0.028231366,0.5,0.9,1.4
True,21,22.2902902902903,21,6.81397432207355,0,4,4.462,4,1.20522031181025,6,6.842,6.33333333333333,3.48433516693724,True,5,5.29087261785356,4,3.48080377579651,99.7000000000001,0.3,0,0.1,17,0,6260,cluster,0.028231366,0.5,0.9,1.4
True,21,21.7768844221105,21,6.96527411948059,0,4,4.352,4,1.14982433440939,6.33333333333333,7.05366666666667,6.66666666666667,3.59488956714946,True,5,5.17771084337349,4,3.70817305019651,99.6000000000001,0.4,0,0.1,18,0,6260,cluster,0.028231366,0.5,0.9,1.4
True,20,20.9889669007021,20,6.38884423255029,0,4,4.283,4,1.16829405545008,6.66666666666667,7.357,6.66666666666667,3.68063942210529,True,5,4.70511534603812,4,2.98496800883637,99.7000000000001,0.3,0,0.1,19,0,6260,cluster,0.028231366,0.5,0.9,1.4
True,19,20.063,19,6.13376157019492,0,4,4.149,4,1.05489288555758,7,7.53233333333333,7.33333333333333,3.62820113064924,True,4,4.32865731462926,4,2.13572541467657,99.8000000000001,0.2,0,0.1,20,0,6260,cluster,0.028231366,0.5,0.9,1.4
False,,42.594262295082,43,8.65571732952147,0.2,,25.9472295514512,24,11.1881185318354,,6.16446789797713,5,4.68931348414407,False,,28.8301886792453,28,12.4742648165624,37.1,62.9,0,0.1,1,0,6260,cluster,0.028231366,0.7,0.7,1.4
False,,42.2589073634204,42,8.55730704101874,0.1,47,21.8179012345679,19.5,11.1633848373727,5.66666666666667,5.26800411522634,4.16666666666667,4.21836466015193,True,46,27.287853577371,25,13.1953958422172,60.1000000000001,39.9,0,0.1,2,0,6260,cluster,0.028231366,0.7,0.7,1.4
True,52,41.7037037037037,42,9.00110841022067,0,32,17.7410501193317,15,10.2436200457592,6.66666666666667,4.87311058074781,3.66666666666667,4.46699744120376,True,30,24.9649805447471,23,12.7323059225217,77.1000000000001,22.9,0,0.1,3,0,6260,cluster,0.028231366,0.7,0.7,1.4
True,46,40.2769886363636,40,8.76970080990939,0,25,13.1423982869379,11,7.89899168393993,6,4.1163454675232,3,3.82190697065098,True,23,21.680800942285,19,11.7504728649737,84.9000000000001,15.1,0,0.1,4,0,6260,cluster,0.028231366,0.7,0.7,1.4
True,43,39.3623559539053,40,9.06361450491929,0,21,11.1505595116989,9,6.76609021502313,5.66666666666667,4.14649033570702,3,3.62364396474598,True,20,20.2331887201735,18,11.7057592118484,92.2000000000001,7.80000000000001,0,0.1,5,0,6260,cluster,0.028231366,0.7,0.7,1.4
True,40,37.7321428571428,37,8.8934655079725,0,18,8.91935483870968,8,4.82386836837199,6,4.04704301075269,3.33333333333333,3.04484555374796,True,17,17.9351753453773,16,11.2064505153076,94.1000000000001,5.90000000000001,0,0.1,6,0,6260,cluster,0.028231366,0.7,0.7,1.4
True,38,36.3509174311927,35,8.79367339732779,0,9,7.8018018018018,7,3.77239814236266,3.66666666666667,4.12112112112112,3.33333333333333,3.02955264027731,True,14,16.3670103092784,13.5,10.7079960646959,97.0000000000001,3,0,0.1,7,0,6260,cluster,0.028231366,0.7,0.7,1.4
True,36,35.3528761061947,34,9.12210873834597,0,7,6.97693079237713,6,2.83877532472322,3.66666666666667,4.33233032430625,3.66666666666667,2.95975816428522,True,12,15.2604272634791,12,10.7852113538706,98.3000000000001,1.7,0,0.1,8,0,6260,cluster,0.028231366,0.7,0.7,1.4
True,34,34.2298603651987,33,8.63179307243742,0,6,6.35,6,2.15487818681242,4,4.54133333333333,4,3.06414069882932,True,10,13.2207527975585,11,9.21447270691382,98.3000000000001,1.7,0,0.1,9,0,6260,cluster,0.028231366,0.7,0.7,1.4
True,33,33.1338250790306,32,8.77742603577205,0,6,6.051,6,2.20009067994935,4.33333333333333,4.85333333333333,4.33333333333333,2.97127731605262,True,9,11.4666666666667,9,8.47041196093075,99.0000000000001,1,0,0.1,10,0,6260,cluster,0.028231366,0.7,0.7,1.4
True,31,32.2337125129266,31,8.3960386687949,0,5,5.605,5,1.82783341691742,4.33333333333333,4.899,4.33333333333333,2.73278838063494,True,7,10.4176706827309,8,7.68259971294753,99.6000000000001,0.4,0,0.1,11,0,6260,cluster,0.028231366,0.7,0.7,1.4
True,30,31.039175257732,30,8.19583193919143,0,5,5.366,5,1.65167914559699,5,5.29433333333333,4.66666666666667,2.85613007406876,True,6,9.2,7,7.57033684851606,100,0,0,0.1,12,0,6260,cluster,0.028231366,0.7,0.7,1.4
True,29,30.438900203666,29,8.23433735168807,0,5,5.083,5,1.54211251210799,5.33333333333333,5.50733333333333,5,3.00065763162381,True,6,8.45445445445445,6,6.41535926602633,99.9000000000001,0.1,0,0.1,13,0,6260,cluster,0.028231366,0.7,0.7,1.4
True,28,29.5427995971803,28,8.18593290343973,0,5,4.94,5,1.41364776376578,5.66666666666667,5.756,5.33333333333333,3.07170195313427,True,5,7.471,6,5.46892667714607,100,0,0,0.1,14,0,6260,cluster,0.028231366,0.7,0.7,1.4
True,27,28.2373737373737,27,7.18438382051811,0,5,4.728,5,1.3053796382662,6,5.97133333333333,5.33333333333333,3.25010434020544,True,5,6.72244488977956,5,4.88465320245824,99.8000000000001,0.2,0,0.1,15,0,6260,cluster,0.028231366,0.7,0.7,1.4
True,26,27,26,7.65783417438797,0,4,4.653,4,1.29019029604163,5.33333333333333,6.53633333333333,6,3.43068051234413,True,5,6.16349047141424,5,4.9282058288218,99.7000000000001,0.3,0,0.1,16,0,6260,cluster,0.028231366,0.7,0.7,1.4
True,25,26.533199195171,25,7.55059423265191,0,4,4.447,4,1.22114331673232,5.66666666666667,6.54533333333333,6,3.40404178065494,True,5,5.67234468937876,4,4.08107425165506,99.8000000000001,0.2,0,0.1,17,0,6260,cluster,0.028231366,0.7,0.7,1.4
